4.937883964604026371e-02,-2.763618482737803528e-02,-3.124175374219513926e-02,-2.090918500657648268e-02,-2.403281492730250518e-02,7.972737819794193173e-03,2.896079535353531312e-02,-1.097216144194688991e-02,1.200989788739735553e-02,6.054089187815545579e-03,2.611815469672306919e-02,2.455364384260994362e-03,4.085165131467682897e-02,-2.666415229207502041e-02,1.754006615682363046e-02,1.232458842630755093e-02,-1.643834979205436100e-02,-3.604044999181034437e-02,-2.027029913628069363e-02,-2.496756939030041374e-03,1.869578782124629857e-02,2.768243654833104153e-02,-3.132322012584518245e-05,-3.573037950441510652e-02,-6.386550098692704569e-03,3.822985128102779351e-02,-2.259283078854629548e-02,2.095962609416726977e-02,2.926703776533605417e-02,2.833163455906714118e-02,-2.473318087170055940e-02,-1.993609899652490011e-02,-1.435767014826980215e-02,-1.148480539907937442e-02,2.079035203753271457e-02,-1.308901859025706632e-02,2.075853773896474408e-02,1.677448651186788089e-03,5.420853989150474506e-02,-4.182846795099089132e-02,-7.865196705019908419e-03,9.240930895953097584e-04,1.826357910789158656e-02,1.814080327325558184e-02,1.550216736814610981e-02,-1.038857008405734677e-03,6.038810374799630058e-03,2.666608508327939202e-03,-1.179755450573138562e-02,2.234277216186204493e-02
-2.714216969648203595e-02,-1.166492005679416535e-02,5.980788912642508344e-03,1.179971007508682709e-02,-7.259040601603629350e-03,-2.820644244129781597e-02,2.183679823574251680e-02,1.612555147161123803e-02,5.102643402225473003e-03,6.036075780330405231e-04,-2.494467014816075315e-02,-1.990093104639361135e-02,9.069866321076614293e-03,-1.780470749861189084e-02,3.405753797487686557e-02,2.543016424526103880e-03,-1.108710783504204233e-05,-2.987641994841012255e-02,8.030944343978206612e-02,-9.953965881082193698e-03,-9.614544916296763333e-03,-2.006360688903192219e-02,3.521416935068241716e-02,4.386488631541307116e-03,-1.769351617460679718e-02,-9.376080901403183177e-03,-6.190851914558798304e-03,1.124752985600096459e-03,9.137990244031633791e-03,-4.471111259567995405e-02,1.051481414798284553e-02,7.813399908082687556e-03,-2.346817287302438437e-02,-5.010880719804033760e-03,4.815940738316967090e-02,-1.887818527792365156e-02,-9.987095472415056380e-03,4.868787197577648974e-03,-2.047305312288260487e-02,2.899605677437901499e-02,-1.235441568099971375e-02,9.732765903310579975e-03,2.770636455301163717e-02,-2.218612967656702697e-02,4.253887535857110713e-02,-2.452528754665752805e-02,1.530252973694765442e-02,4.049199281065363545e-03,-2.545695207407853641e-03,-5.411846545241440209e-03
4.610687415249167809e-02,6.548014415741178033e-03,-6.251205890738213353e-03,6.350508374984213320e-03,-6.222935403932130551e-03,2.169918662562952266e-02,4.011627473425868201e-03,3.434121239655535483e-03,1.859725577187767986e-02,9.862752595188329849e-03,3.202019356118634974e-03,-7.701223667326350525e-03,1.950394159611492165e-02,-5.576270710005515677e-03,4.021072715179929702e-02,1.526364328655567884e-02,-4.557380207267534844e-02,-9.775633908116322310e-03,-1.178184749062217290e-02,-1.739229499392920542e-02,2.974176011583833795e-02,1.931741045188023129e-02,1.327346846004468645e-02,-1.343223446725116087e-02,1.049967143740657659e-02,-3.244617189802178475e-02,-3.309598596326298638e-03,-6.887312764323061907e-03,3.186959195605734794e-03,-9.452038127294590947e-03,-7.147020766202214978e-03,8.432540263509882839e-03,-6.321806335172735179e-03,-2.388528134606991704e-02,2.480486403600902848e-02,7.794284172572303084e-03,-3.025536753275588978e-02,-6.148115895728490298e-04,7.036378797077914339e-03,-1.414003835248623005e-02,2.081366341789683827e-02,-4.585124711337312114e-02,-1.579689029855203472e-02,-2.790012065811070530e-02,4.403767532440205044e-03,5.191875021077131669e-03,1.420734497233858140e-02,-3.364644135073987120e-03,-2.723738423082446361e-02,5.782546859986336003e-03
1.083054325424182528e-02,-1.789390127443924242e-02,-3.827943871654787555e-02,1.316307858118168257e-02,-2.494442079471369516e-03,-2.514124982112477327e-02,-3.777678844644098005e-02,-2.228335816783041240e-02,-1.660635337142755963e-02,-1.932948281989968140e-02,3.550912244166583992e-02,-2.271706872700703713e-04,1.189735247055584248e-03,8.504213463403667919e-03,-3.076681381649800512e-02,-1.359484562443515412e-02,4.879860114889711213e-03,-1.614305425396195259e-02,3.373494221158137435e-02,-5.627402385705267303e-03,7.754513018178824969e-03,3.365879770445903696e-03,4.843149965532634466e-03,1.129962964342846182e-02,2.633524718206728052e-02,-4.957728631918879858e-03,-1.603735185033289615e-02,-1.802630307254719441e-02,-6.080881922260398392e-02,1.091370609871115602e-02,8.511002494213609423e-03,2.718990136460967127e-02,-9.726297723887122621e-04,-2.015532626812652911e-02,4.339101081699105536e-03,3.088441618907604783e-02,1.264452195628020838e-03,-2.282964757556127725e-02,-1.824551031216655253e-02,1.173975651154260044e-02,-3.497217328130466235e-02,3.294380596579691428e-03,-7.380031394970799560e-03,-8.722866333114184800e-03,-9.613473081049485683e-03,9.713283622902258926e-03,-2.720519995078224396e-02,-1.004689759301515776e-03,-4.012460671775466142e-02,6.701903216282850510e-03
2.170499999999999929e-01,4.651500000000000079e-01,-4.675699999999999856e-01,1.008200000000000068e-01,1.013500000000000068e+00,7.484499999999999487e-01,-5.310399999999999565e-01,-2.625600000000000156e-01,1.681199999999999917e-01,1.318199999999999927e-01,-2.490900000000000059e-01,-4.418500000000000205e-01,-2.173899999999999999e-01,5.100400000000000489e-01,1.344799999999999884e-01,-4.314100000000000157e-01,-3.123000000000000081e-02,2.067400000000000071e-01,-7.813799999999999635e-01,-2.014799999999999924e-01,-9.740100000000000147e-02,1.608799999999999952e-01,-6.183600000000000207e-01,-1.850400000000000100e-01,-1.246099999999999985e-01,-2.252600000000000158e+00,-2.232099999999999917e-01,5.042999999999999705e-01,3.225700000000000234e-01,1.531299999999999883e-01,3.963600000000000012e+00,-7.136500000000000066e-01,-6.701200000000000490e-01,2.838800000000000212e-01,2.173799999999999899e-01,1.443300000000000138e-01,2.592599999999999905e-01,2.343399999999999928e-01,4.274000000000000021e-01,-4.445100000000000162e-01,1.381300000000000028e-01,3.697300000000000031e-01,-6.428899999999999615e-01,2.414200000000000026e-02,-3.931500000000000272e-02,-2.603699999999999903e-01,1.201699999999999990e-01,-4.378200000000000147e-02,4.101299999999999946e-01,1.796000000000000096e-01
3.004499999999999948e-01,2.500600000000000045e-01,-1.669200000000000128e-01,1.922999999999999987e-01,2.692100000000000048e-02,-7.948600000000000110e-02,-9.138300000000000312e-01,-1.973999999999999921e-01,-5.341300000000000214e-02,-4.084599999999999898e-01,-2.684400000000000119e-01,-2.821199999999999819e-01,-5.000000000000000000e-01,1.221000000000000002e-01,3.902999999999999803e-01,1.779699999999999893e-01,-4.429000000000000159e-01,-4.047799999999999732e-01,-9.505000000000000115e-01,-1.689700000000000091e-01,7.779300000000000104e-01,3.352499999999999925e-01,3.346000000000000085e-01,-1.754000000000000004e-01,-1.201699999999999990e-01,-1.786100000000000021e+00,2.924100000000000033e-01,5.593299999999999939e-01,2.998200000000000170e-02,-3.241700000000000137e-01,3.929699999999999971e+00,1.087999999999999939e-01,-5.733500000000000263e-01,-1.784199999999999953e-01,4.174800000000000212e-03,-1.630900000000000127e-01,4.507700000000000040e-01,-1.612300000000000122e-01,-1.731100000000000139e-01,-8.788899999999999491e-02,-8.903200000000000003e-02,6.200100000000000056e-02,-1.994599999999999984e-01,-3.886299999999999755e-01,-1.823200000000000098e-01,6.075099999999999945e-02,9.860299999999999621e-02,-7.130999999999999839e-02,2.305200000000000027e-01,-5.193900000000000183e-01
7.085299999999999931e-01,5.708800000000000541e-01,-4.716000000000000192e-01,1.804800000000000015e-01,5.444900000000000295e-01,7.260299999999999532e-01,1.815700000000000092e-01,-5.239300000000000068e-01,1.038099999999999995e-01,-1.756600000000000106e-01,7.885200000000000542e-02,-3.621599999999999819e-01,-1.182900000000000063e-01,-8.333599999999999897e-01,1.191699999999999982e-01,-1.660500000000000032e-01,6.155499999999999861e-02,-1.271899999999999940e-02,-5.662300000000000111e-01,1.361599999999999963e-02,2.285099999999999909e-01,-1.439600000000000046e-01,-6.754899999999999793e-02,-3.815700000000000203e-01,-2.369799999999999962e-01,-1.703699999999999992e+00,-8.669200000000000239e-01,-2.670399999999999996e-01,-2.589000000000000190e-01,1.766999999999999960e-01,3.867599999999999927e+00,-1.612999999999999989e-01,-1.327299999999999869e-01,-6.888100000000000334e-01,1.844399999999999928e-01,5.246400000000000022e-03,-3.387399999999999856e-01,-7.895599999999999841e-02,2.418500000000000094e-01,3.657599999999999740e-01,-3.472700000000000231e-01,2.848300000000000276e-01,7.569299999999999640e-02,-6.217799999999999716e-02,-3.898800000000000043e-01,2.290200000000000014e-01,-2.161700000000000010e-01,-2.256199999999999872e-01,-9.391800000000000148e-02,-8.037499999999999645e-01
4.179999999999999827e-01,2.496800000000000130e-01,-4.124200000000000088e-01,1.217000000000000026e-01,3.452700000000000213e-01,-4.445700000000000346e-02,-4.968799999999999883e-01,-1.786200000000000010e-01,-6.602300000000000399e-04,-6.565999999999999615e-01,2.784300000000000108e-01,-1.476699999999999957e-01,-5.567699999999999871e-01,1.465799999999999881e-01,-9.509500000000000591e-03,1.165799999999999996e-02,1.020400000000000057e-01,-1.279200000000000059e-01,-8.443000000000000504e-01,-1.218100000000000016e-01,-1.680099999999999996e-02,-3.327899999999999747e-01,-1.552000000000000046e-01,-2.313099999999999878e-01,-1.918100000000000083e-01,-1.882300000000000084e+00,-7.674600000000000311e-01,9.905100000000000016e-02,-4.212500000000000133e-01,-1.952599999999999891e-01,4.007100000000000328e+00,-1.859399999999999942e-01,-5.228699999999999459e-01,-3.168099999999999805e-01,5.921299999999999567e-04,7.444899999999999955e-03,1.777799999999999936e-01,-1.589700000000000002e-01,1.204099999999999962e-02,-5.422300000000000036e-02,-2.987099999999999755e-01,-1.574899999999999911e-01,-3.475800000000000001e-01,-4.563699999999999701e-02,-4.425100000000000144e-01,1.878499999999999892e-01,2.784899999999999876e-03,-1.841099999999999959e-01,-1.151400000000000062e-01,-7.858100000000000085e-01
3.304199999999999915e-01,2.499500000000000055e-01,-6.087399999999999478e-01,1.092299999999999938e-01,3.637200000000000155e-02,1.509999999999999953e-01,-5.508300000000000418e-01,-7.423899999999999944e-02,-9.230700000000000016e-02,-3.282100000000000017e-01,9.597999999999999587e-02,-8.226900000000000324e-01,-3.671699999999999964e-01,-6.700899999999999634e-01,4.290900000000000269e-01,1.649600000000000025e-02,-2.357299999999999951e-01,1.286400000000000043e-01,-1.095299999999999940e+00,4.333400000000000030e-01,5.706700000000000106e-01,-1.035999999999999976e-01,2.042200000000000126e-01,7.830800000000000261e-02,-4.279499999999999971e-01,-1.798399999999999999e+00,-2.786500000000000088e-01,1.195399999999999935e-01,-1.268900000000000028e-01,3.174400000000000138e-02,3.863100000000000200e+00,-1.778599999999999903e-01,-8.243399999999999339e-02,-6.269799999999999818e-01,2.649699999999999833e-01,-5.718499999999999972e-02,-7.352100000000000302e-02,4.610299999999999954e-01,3.086200000000000054e-01,1.249799999999999939e-01,-4.860900000000000221e-01,-8.027199999999999960e-03,3.118399999999999991e-02,-3.657599999999999740e-01,-4.269899999999999807e-01,4.216400000000000148e-01,-1.166599999999999998e-01,-5.070299999999999807e-01,-2.727299999999999863e-02,-5.328500000000000458e-01
2.561599999999999988e-01,4.369399999999999951e-01,-1.188899999999999957e-01,2.034499999999999920e-01,4.195900000000000185e-01,8.586300000000000043e-01,-6.034399999999999764e-01,-3.183500000000000218e-01,-6.717999999999999527e-01,3.983999999999999694e-03,-7.515900000000000358e-02,1.104300000000000004e-01,-7.353399999999999936e-01,2.743599999999999928e-01,5.401500000000000051e-02,-2.382799999999999918e-01,-1.376699999999999868e-01,1.157299999999999995e-02,-4.662299999999999778e-01,-5.523299999999999876e-01,8.331700000000000217e-02,5.593799999999999883e-01,5.190299999999999914e-01,-2.706500000000000017e-01,-2.821100000000000274e-01,-1.391799999999999926e+00,1.749799999999999967e-01,2.658599999999999852e-01,6.144899999999999668e-02,-2.730000000000000204e-01,3.903200000000000003e+00,3.816899999999999737e-01,-5.600900000000000323e-02,-4.425000000000000114e-03,2.403299999999999881e-01,3.067500000000000226e-01,-1.263799999999999923e-01,3.343599999999999905e-01,7.548499999999999654e-02,-3.621800000000000019e-02,1.369100000000000039e-01,3.776200000000000112e-01,-1.215900000000000036e-01,-1.380800000000000083e-01,1.950500000000000012e-01,2.279299999999999937e-01,-1.730399999999999994e-01,-7.573000000000000564e-02,-2.586800000000000210e-01,-3.933900000000000174e-01
